targetId,comparatorId,outcomeId,outcomeName,type
1259,1260,378256,Abnormal reflex,outcome
1259,1260,440424,Aphasia,outcome
1259,1260,439237,Assault,outcome
1259,1260,378424,Astigmatism,outcome
1259,1260,261880,Atelectasis,outcome
1259,1260,134118,Atrophic condition of skin,outcome
1259,1260,4224118,Bladder dysfunction,outcome
1259,1260,80509,Bone cyst,outcome
1259,1260,434626,Borderline personality disorder,outcome
1259,1260,438407,Bulimia nervosa,outcome
1259,1260,134765,Cachexia,outcome
1259,1260,4172458,Candidiasis of skin,outcome
1259,1260,436740,Cervical incompetence,outcome
1259,1260,381581,Chalazion,outcome
1259,1260,4307254,Closed fracture,outcome
1259,1260,4047787,Colles' fracture,outcome
1259,1260,198075,Condyloma acuminatum,outcome
1259,1260,73302,Curvature of spine,outcome
1259,1260,4242416,Cutis laxa,outcome
1259,1260,433163,Deficiency of macronutrients,outcome
1259,1260,4047269,Deformity of foot,outcome
1259,1260,133228,Dental caries,outcome
1259,1260,4147672,Disease due to Papilloma virus,outcome
1259,1260,4153380,Disorder of carotid artery,outcome
1259,1260,4140510,Disorder of lymphatic vessel,outcome
1259,1260,433440,Dysthymia,outcome
1259,1260,376132,Ectropion,outcome
1259,1260,440695,Encopresis,outcome
1259,1260,438872,Excessive eating - polyphagia,outcome
1259,1260,78804,Fibrocystic disease of breast,outcome
1259,1260,4131595,Fracture of radius,outcome
1259,1260,74855,Genital herpes simplex,outcome
1259,1260,441788,Human papilloma virus infection,outcome
1259,1260,76737,Hydrocele,outcome
1259,1260,4029582,Hyperandrogenization syndrome,outcome
1259,1260,195212,Hypercortisolism,outcome
1259,1260,438134,Hypersomnia,outcome
1259,1260,140362,Hypoparathyroidism,outcome
1259,1260,4322737,Infection of tooth,outcome
1259,1260,4207688,Infectious enteritis,outcome
1259,1260,79072,Inflammatory disorder of breast,outcome
1259,1260,139099,Ingrowing nail,outcome
1259,1260,4288544,Inguinal hernia,outcome
1259,1260,444191,Injury of face,outcome
1259,1260,444130,Injury of foot,outcome
1259,1260,134222,Injury of forearm,outcome
1259,1260,4029966,Intracranial aneurysm,outcome
1259,1260,437409,Intracranial injury,outcome
1259,1260,4297984,Local infection of wound,outcome
1259,1260,4018050,Localized infection,outcome
1259,1260,439840,Lymphangitis,outcome
1259,1260,4163232,Mastitis,outcome
1259,1260,440389,Mental retardation,outcome
1259,1260,436100,Narcolepsy,outcome
1259,1260,4262178,Neurogenic dysfunction of the urinary bladder,outcome
1259,1260,193874,Nocturnal enuresis,outcome
1259,1260,4171549,Nodular goiter,outcome
1259,1260,442274,Oligomenorrhea,outcome
1259,1260,4215978,Onychomycosis,outcome
1259,1260,4171915,Orchitis,outcome
1259,1260,380731,Otitis externa,outcome
1259,1260,378160,Otorrhea,outcome
1259,1260,192606,Paraplegia,outcome
1259,1260,253796,Pneumothorax,outcome
1259,1260,195501,Polycystic ovaries,outcome
1259,1260,4153877,Post-traumatic wound infection,outcome
1259,1260,434319,Premature ejaculation,outcome
1259,1260,373478,Presbyopia,outcome
1259,1260,199876,Prolapse of female genital organs,outcome
1259,1260,4295888,Prolapse of intestine,outcome
1259,1260,194997,Prostatitis,outcome
1259,1260,4146239,Pruritus of genital organs,outcome
1259,1260,4285569,Pupillary disorder,outcome
1259,1260,81336,Rectal prolapse,outcome
1259,1260,380395,Retinal dystrophy,outcome
1259,1260,141825,Simple goiter,outcome
1259,1260,137054,Skin striae,outcome
1259,1260,434630,Sleep-wake schedule disorder,outcome
1259,1260,4195698,Tenosynovitis,outcome
1259,1260,4339088,Testicular mass,outcome
1259,1260,133141,Tinea pedis,outcome
1259,1260,440814,Torticollis,outcome
1259,1260,435140,Toxic effect of alcohol,outcome
1259,1260,4270490,Tracheitis,outcome
1259,1260,4028970,Tracheobronchitis,outcome
1259,1260,193326,Urge incontinence of urine,outcome
1259,1260,4092565,Uterine prolapse,outcome
1259,1260,140641,Verruca vulgaris,outcome
1259,1260,197036,Vesicoureteric reflux,outcome
1259,1260,261326,Viral pneumonia,outcome
